,Unnamed: 0,Location,Burrito,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini,latitudes,longitudes
226,226,Roberto's Taco Shop Clairemont,California,9/11/2016,Clairemont,3095 Clairemont Dr,https://www.yelp.com/biz/robertos-taco-shop-clairemont-san-diego,4.0,4.0,,5.79,4.0,,,,,,3.0,4.5,4.0,4.0,4.0,5.0,2.5,3.0,5.0,3.6,Yes,Scott,Fries are really good but the overall flavor is plain because lack of ingredients,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
227,227,Roberto's Taco Shop Clairemont,California,9/11/2016,Clairemont,,,,,,5.79,4.0,,,,,,4.0,3.0,4.0,2.5,3.5,4.0,2.0,2.5,5.0,3.0,No,Benni,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
228,228,Roberto's Taco Shop Clairemont,California + Guac + sour cream,9/11/2016,Clairemont,,,,,,7.29,3.7,,,,,,3.8,4.7,4.0,3.5,4.5,4.0,4.0,4.5,5.0,4.0,Yes,Luis,,,,x,,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
229,229,Roberto's Taco Shop Clairemont,Carne asada,9/11/2016,Clairemont,,,,,,5.69,3.0,,,,,,4.0,3.0,1.5,3.0,4.0,4.5,3.5,2.0,4.5,3.0,No,Ricardo,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7973286,-117.1927461
230,230,Chipotle,Carnitas,9/13/2016,Downtown San Diego,2505 Palomar airport Rd,https://www.yelp.com/biz/chipotle-mexican-grill-carlsbad,3.0,4.2,,7.15,4.0,,,16.5,26.5,0.92,2.5,2.5,3.0,2.8,2.5,3.5,,3.0,3.5,2.75,Yes,Emily,,,,,X,,,,X,X,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,X,,32.7154189,-117.1640007
231,231,Taco Stand,Al Pastor,9/16/2016,Core-Columbia,,,,,,6.99,4.0,,,,,,4.5,4.0,4.5,4.5,4.5,4.5,4.5,5.0,4.0,4.5,Yes,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
232,232,Taco Stand,California,9/16/2016,Core-Columbia,,,,,,7.49,4.1,,,,,,4.0,4.5,4.5,4.5,4.7,4.5,4.2,4.5,5.0,4.7,Yes,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.717622999999996,-117.15863190000002
233,233,Los Tacos,California ,9/18/2016,Lake,,,,,,7.9,3.5,,,20.5,23.0,0.86,4.0,5.0,4.0,4.0,3.0,4.0,3.5,4.0,4.0,4.2,Yes,Scott,Tortilla is burnt a bit but good. Pick is good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1791405,-117.2951517
234,234,Los Tacos,Local,9/18/2016,Lake,,,,,,7.9,3.5,,,22.0,23.0,0.93,4.0,3.5,4.5,4.5,3.5,3.5,3.5,4.0,3.0,4.3,Yes,Emily,Melted cheese is good. Cilantro is fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.1791405,-117.2951517
235,235,El Cuervo,California ,9/22/2016,Hillcrest,110 Washington St,https://www.yelp.com/biz/el-cuervo-taco-shop-san-diego,4.0,4.3,,6.95,3.5,,,20.0,21.5,0.74,3.5,3.5,3.0,4.0,3.0,3.0,4.5,3.5,2.0,3.6,Yes,Scott,Alfajores dessert and horchata are super good,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7500499,-117.164222
236,236,El Cuervo,Pollo adobado,9/22/2016,Hillcrest,,,,,,5.95,4.0,,,20.5,20.0,0.65,3.5,5.0,4.5,3.5,4.0,4.5,4.5,4.0,5.0,4.0,Yes,Richard,First burrito I enjoyed from top to bottom,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7500499,-117.164222
237,237,El Torrito Foods,Asada,9/25/2016,,249 Emerald Dr,https://www.yelp.com/biz/el-torito-foods-vista-2,4.0,4.4,,5.49,4.0,,,23.5,19.0,0.68,3.0,5.0,3.0,3.0,2.5,4.0,3.5,3.0,5.0,3.1,Yes,Scott,Good because so cheap,,,X,,,,,,,,,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,33.1911111,-117.27916670000002
238,238,El Torrito Foods,Adobada,9/25/2016,,,,,,,3.99,4.5,,,22.5,19.5,0.68,3.5,4.0,3.0,2.5,2.8,4.0,2.5,2.5,5.0,2.6,No,Emily,tamale isn't good,,,,,,,,,X,,,,X,X,,,,,,,,X,X,,,,,,,,,,,,,,,33.1911111,-117.27916670000002
239,239,La Morena Taco Shop and Seafood,California,9/22/2016,Mid-City,5059 Federal Blvd,https://www.yelp.com/biz/la-morena-taco-shop-san-diego,4.5,4.7,,6.35,4.0,,,,,,4.0,2.5,4.0,3.0,4.5,2.0,2.0,3.0,4.0,3.0,No,Erin,"Good tortilla, good amount of food, needed guac. or salsa to balance out density of fillings.",,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7211059,-117.08635349999999
240,240,Taco Villa,Carnitas,9/26/2016,La Jolla,9500 Gilman Dr,https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,,5.99,2.5,,,18.5,20.0,0.59,3.2,3.8,4.5,2.8,4.0,2.0,1.8,3.5,5.0,4.0,Yes,Scott,Carnitas very good,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
241,241,Rigoberto's Taco Shop,Campeon,9/27/2016,Miramar,,,,,,7.65,4.5,,,26.0,24.5,1.24,3.5,4.5,2.5,2.5,1.0,1.5,3.0,2.5,3.0,2.7,No,Scott,"The big size was too big of an appeal, but there's just not enough meat",,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.879813899999995,-117.16173059999998
242,242,Rigoberto's Taco Shop,California,9/27/2016,Miramar,,,,,,6.6,3.5,,,22.0,23.0,0.93,4.0,4.5,4.0,4.0,4.5,5.0,4.5,4.5,4.5,4.25,Yes,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.879813899999995,-117.16173059999998
243,243,Rigoberto's Taco Shop,Bacon breakfast,9/27/2016,Miramar,,,,,,6.3,4.0,,,22.0,22.0,0.85,4.0,3.6,4.0,4.0,4.0,4.0,,4.0,4.0,4.2,Yes,Luis,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,,,,32.879813899999995,-117.16173059999998
244,244,Rigoberto's Taco Shop,Carnitas,9/27/2016,Miramar,,,,,,6.6,3.0,,,,,,4.0,4.0,5.0,5.0,4.5,3.0,2.0,4.0,4.0,4.0,Yes,Elynn,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.879813899999995,-117.16173059999998
245,245,Taco Villa,Al pastor,9/29/2016,La Jolla,,,,,,5.99,4.0,,,18.0,20.0,0.57,3.5,3.5,2.0,3.0,4.5,4.5,3.0,3.0,5.0,3.2,No,Scott,get the carnitas,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
246,246,Valentines Mexican Food,California ,10/1/2016,Core-Columbia,1157 Sixth Ave,https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4.0,4.0,X,7.9,4.0,,,20.0,22.0,0.77,4.0,4.0,4.0,4.0,4.5,4.0,4.0,4.0,2.5,4.2,Yes,Scott,Best horchata. Fries are great. Chips are really good,,,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
247,247,Valentines Mexican Food,California Chipotle,10/1/2016,Core-Columbia,,,,,,7.9,3.0,,,18.5,22.0,0.71,4.0,4.0,3.5,4.5,4.0,3.5,2.5,4.0,1.5,4.0,Yes,Emily,"Chips really good, really good but a little bit spicy chipotle. Very good horchata",,,x,x,x,x,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
248,248,Matador Mexican Food,Carnitas,10/2/2016,Morena,5201 Linda Vista Rd,https://www.yelp.com/biz/matador-mexican-grill-san-diego-2,4.5,4.0,X,6.6,3.2,,,,,,1.4,3.7,3.0,3.2,4.8,2.4,3.0,2.9,3.0,3.0,No,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7652816,-117.1964699
249,249,Matador Mexican Food,Carne asada,10/2/2016,Morena,,,,,,6.6,4.0,,,,,,4.0,3.5,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.0,,Brent,Salsa too spicy,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7652816,-117.1964699
250,250,Jose's Taco,California,10/5/2016,La Jolla,3910 Vista Way,https://www.yelp.com/biz/joses-taco-oceanside,4.0,3.8,,6.1,4.0,,,22.0,22.0,0.85,3.5,3.5,2.0,3.5,4.5,3.5,3.0,3.5,4.0,3.3,No,Scott ,,,,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.847834999999996,-117.273932
251,251,Cortez Mexican Food,California ,10/7/2016,,5517 Mission Rd,https://www.yelp.com/biz/cortez-mexican-food-bonsall,4.2,4.0,,6.25,4.0,,,22.5,18.0,0.58,3.5,4.0,2.5,3.0,1.5,2.5,2.5,2.8,5.0,3.2,No,Scott ,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.290914,-117.22595190000001
252,252,California Burrito Company,Dave's California,10/12/2016,Miramar,6912 Miramar Rd,https://www.yelp.com/biz/california-burrito-company-san-diego-2,3.5,4.4,,6.5,4.0,,,19.5,21.0,0.68,3.0,2.5,2.5,3.0,4.0,3.5,2.5,3.0,5.0,3.3,No,Scott,The burrito looked beautiful when it came out. Chicken didn't add anything. would probably get the regular,,,x,,,x,x,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.878824,-117.1668862
253,253,California Burrito Company,California,10/12/2016,Miramar,,,,,,5.5,4.0,,,20.0,20.0,0.64,3.5,5.0,3.0,3.0,3.5,3.5,2.0,4.0,5.0,3.5,Yes,Devleena,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.878824,-117.1668862
254,254,California Burrito Company,California,10/12/2016,Miramar,,,,,,5.5,2.0,,,20.0,23.0,0.84,3.0,5.0,3.0,4.0,2.0,2.0,2.0,4.5,4.0,3.5,Yes,Sankha G,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.878824,-117.1668862
255,255,Taco Villa,Chicken and rice,10/12/2016,La Jolla,,,,,,4.95,3.0,,,,,,3.5,5.0,4.0,4.0,3.78,5.0,,4.7,5.0,4.2,yes,Sage,chicken and rice burrito. simple and delicious. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
256,256,Taco Villa,California ,10/17/2016,La Jolla,,,,,,6.99,3.5,,,19.0,20.0,0.6,3.0,3.0,3.0,3.0,3.7,3.5,3.8,3.0,5.0,3.5,Yes,Scott,Pretty decent,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
257,257,Storehouse Kitchen ,Breakfast,10/17/2016,Kearny Mesa,,,,,,,3.5,,,,,,4.0,5.0,4.5,4.2,4.7,4.4,4.0,4.9,5.0,4.6,yes ,Sage,one if the best breakfast burritos I've ever had,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8269721,-117.14926659999999
258,258,California Burrito Company,Fajitas ,10/18/2016,Miramar,,,,,,6.5,3.0,,,18.5,20.5,0.62,3.0,4.5,3.5,1.5,1.5,2.0,3.2,2.0,4.5,2.2,No,Scott,Peppers not cooked enough,,,X,,,X,,,,,,,,,,,X,,,,,,X,,,,,,,,,,,,,,,32.878824,-117.1668862
259,259,California Burrito Company,California ,10/18/2016,Miramar,,,,,,5.5,3.0,,,17.0,22.0,0.65,3.0,4.0,4.5,3.0,2.0,4.0,4.5,3.5,4.5,3.5,No,Ricardo,Very plain burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.878824,-117.1668862
260,260,Taco Villa,Breakfast,10/18/2016,La Jolla,,,,,,4.99,4.0,,,,,,4.5,5.0,3.0,3.0,3.0,2.5,0.0,2.5,5.0,3.0,yes,Sage,pretty standard breakfast burrito. eggs and cheese. great tortilla! morning protein!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
261,261,California Burritos,California Everything,10/17/2016,Birdland,,,,,,6.95,4.0,,,22.0,23.0,0.93,4.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,yes,Elynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
262,262,California Burritos,Surf & Turf,10/17/2016,Birdland,,,,,,7.0,4.0,,,22.5,21.0,0.79,3.0,3.0,3.5,4.0,4.0,3.0,3.0,4.0,3.5,5.0,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.793455,-117.15607209999999
263,263,Taco Villa,Carnitas,10/27/2016,La Jolla,,,,,,5.95,3.0,,,18.0,20.0,0.57,4.0,3.0,4.0,3.0,4.0,2.0,3.5,3.0,5.0,3.9,Yes,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
264,264,Taco Villa,Tejano,10/27/2016,La Jolla,,,,,,6.99,3.5,,,19.0,21.0,0.67,2.0,5.0,4.2,3.0,4.7,5.0,3.7,4.2,5.0,4.0,Yes,Sage,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
265,265,Taco Villa,Al pastor,10/27/2016,La Jolla,,,,,,,4.5,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Yes,Marc,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
266,266,Taco Villa,Shrimp with guac,10/27/2016,La Jolla,,,,,,,2.0,,,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
267,267,Taco Villa,Bean & cheese,10/27/2016,La Jolla,,,,,,,3.0,,,,,,5.0,5.0,,3.0,2.0,2.0,,1.0,5.0,2.0,No,Shijia,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,32.8769663,-117.2401247
268,268,Taco Stand Encinitas,California ,10/29/2016,,642 S Coast Hwy 101,https://www.yelp.com/biz/the-taco-stand-encinitas,4.0,4.4,,7.49,4.0,,,17.5,23.5,0.77,2.0,3.5,4.2,4.3,4.0,2.2,4.5,4.0,2.2,4.2,Yes,Scott,Much better than the first time we tried this location ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0441037,-117.29384809999999
269,269,Taco Stand Encinitas,California ,10/29/2016,,,,,,,7.49,2.0,,,18.5,22.0,0.71,3.8,3.8,4.0,4.2,3.75,4.0,4.75,4.4,3.8,4.2,Yes,Emily,Possibly favorite green salsa so far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0441037,-117.29384809999999
270,270,Donato's Taco Shop,Al pastor ,11/1/2016,Sorrento Valley,,,,,,5.99,4.0,,,19.5,21.5,0.72,3.0,4.5,3.7,2.8,5.0,4.5,3.0,2.3,4.5,3.0,No,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8791066,-117.168608
271,271,Donato's Taco Shop,Carne asada,11/1/2016,Sorrento Valley,,,,,,5.99,2.0,,,21.0,23.5,0.92,2.0,4.0,4.5,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Yes,Elynn,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8791066,-117.168608
272,272,Ortiz's Taco Shop #2,California,11/2/2016,,1313 Garnet Ave,https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4.0,4.2,,6.39,4.0,,,20.0,21.0,0.7,4.0,4.0,4.0,4.0,4.5,4.5,4.2,4.5,4.5,4.25,Yes,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,273,Ortiz's Taco Shop #2,California chicken,11/2/2016,,,,,,,6.39,4.25,,,22.0,22.0,0.85,2.0,4.0,3.7,2.0,4.0,4.5,4.5,2.7,5.0,2.66,No,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.5,,,22.5,20.5,0.75,3.0,4.4,4.0,4.0,4.5,4.2,4.3,4.0,5.0,4.2,Yes,Shijia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,275,Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.75,,,20.5,20.5,0.69,2.0,,3.5,3.0,5.0,4.0,2.0,3.5,3.5,3.5,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,276,El Portal Fresh Mexican Grill,Mahi,11/6/2016,Clairemont,4101 Genesee Ave,https://www.yelp.com/biz/el-portal-fresh-mexican-grill-san-diego,4.0,4.4,X,7.35,2.3,,,19.5,23.5,0.86,4.0,4.0,3.5,2.0,1.5,2.0,2.0,3.0,1.2,3.1,No,Scott,,,,,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,,32.8175543,-117.1806368
277,277,El Portal Fresh Mexican Grill,Carnitas,11/6/2016,Clairemont,,,,,,6.7,3.75,,,18.0,22.5,0.73,3.5,4.0,4.0,3.0,3.75,4.0,3.0,3.5,4.5,3.75,Yes,Emily,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8175543,-117.1806368
278,278,El Zarape,California,11/8/2016,University Heights,,,,,,6.25,4.0,,,17.0,19.5,0.51,2.5,4.0,3.75,4.0,3.75,5.0,4.0,4.0,5.0,3.9,Yes,Scott,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.761797200000004,-117.14638059999999
279,279,El Zarape,California,11/8/2016,University Heights,,,,,,6.25,4.0,,,17.0,22.0,0.65,3.0,,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,Yes,Ant,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.761797200000004,-117.14638059999999
280,280,El Zarape,California,11/8/2016,University Heights,,,,,,6.25,3.0,,,,,,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,No,Erik,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.761797200000004,-117.14638059999999
281,281,El Zarape,Carne asada supreme,11/8/2016,University Heights,,,,,,6.25,4.0,,,18.0,21.0,0.63,4.0,4.0,,3.5,3.5,4.0,4.0,4.0,4.0,4.0,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.761797200000004,-117.14638059999999
282,282,Famoso Mexican Street Food,Cali Diablo,11/14/2016,Core-Columbia,815 C St,https://www.yelp.com/biz/famoso-mexican-street-food-san-diego-20,4.5,3.9,,10.5,3.0,,,20.0,27.0,1.16,2.0,2.5,3.3,3.5,1.5,4.0,2.5,2.5,3.0,3.1,No,Scott,Big roach on the floor while eating. Good prep took quite a long time. Cut in half!,,,X,X,X,X,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,32.7166479,-117.15712820000002
283,283,Valentines Mexican Food,Carne asada,11/16/2016,Core-Columbia,,,,,,6.75,3.0,,,18.0,21.5,0.66,4.5,4.7,4.5,3.5,4.0,4.5,4.5,3.5,5.0,4.2,Yes,Scott,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
284,284,Valentines Mexican Food,Pork california,11/16/2016,Core-Columbia,,,,,,7.9,4.0,,,19.0,22.0,0.73,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,Yes,Justin K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
285,285,Valentines Mexican Food,California,11/16/2016,Core-Columbia,,,,,,7.9,4.0,,,20.0,22.0,0.77,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.5,Yes,Shreejoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
286,286,Valentines Mexican Food,California,11/16/2016,Core-Columbia,,,,,,7.9,4.0,,,20.0,21.5,0.74,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Yes,@synapticlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
287,287,Valentines Mexican Food,California,11/16/2016,Core-Columbia,,,,,,7.9,3.5,,,,,,4.0,3.5,4.7,4.0,4.5,4.5,4.5,4.0,3.5,4.7,Yes,@danjlurie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7177213,-117.1588303
288,288,Cancun Mexican & Seafood,California ,11/17/2016,,,,,,,6.99,4.3,,,,,,4.8,5.0,4.0,4.4,5.0,4.0,4.3,4.3,5.0,4.5,Yes,Scott,Sour cream is surprisingly good. Avocado salsa works very well on the burrito,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2685014,-95.552057
289,289,Cancun Mexican & Seafood,California ,11/17/2016,,,,,,,6.99,4.0,,,,,,4.5,4.5,4.0,4.5,4.0,4.0,3.5,4.5,5.0,4.5,Yes,Emily,,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.2685014,-95.552057
290,290,Los Panchos Taco Shop,California,11/23/2016,Allied Gardens,409 Washington St,https://www.yelp.com/biz/los-panchos-san-diego-2,3.0,3.4,x,6.25,3.0,,,18.0,21.5,0.66,3.5,5.0,4.0,3.0,4.0,3.0,3.5,3.5,3.0,3.7,Yes,Scott,,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7922086,-117.08150069999999
291,291,Los Panchos Taco Shop,Bitchin California,11/23/2016,Allied Gardens,,,,,,7.25,4.0,,,19.0,24.0,0.87,4.0,4.0,5.0,4.5,4.0,3.5,5.0,4.5,5.0,4.4,Yes,Richard,,,,x,,x,x,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,,32.7922086,-117.08150069999999
292,292,Los Panchos Taco Shop,Tijuana,11/23/2016,Allied Gardens,,,,,,7.0,3.5,,,19.5,22.0,0.75,4.0,4.0,3.5,4.0,4.0,3.5,4.5,4.0,3.5,3.7,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7922086,-117.08150069999999
293,293,Pollos Maria,Combo chicken,11/26/2016,,,,,,,6.99,3.5,,,20.5,22.5,0.83,3.5,2.5,4.0,3.5,3.0,2.5,2.5,4.5,0.5,3.8,Yes,Scott,Started off really great but ended with poor uniformity and wrap integrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.161209,-117.344305
294,294,Pollos Maria,Carne asada,11/26/2016,,,,,,,6.49,3.0,,,17.5,17.0,0.4,3.5,4.0,3.0,4.0,3.5,4.0,3.0,4.0,4.5,3.5,No,Emily,Just way too small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.161209,-117.344305
295,295,El Pollo Loco,Chicken avocado,11/27/2016,Miramar Ranch North,3500 College Blvd,https://www.yelp.com/biz/el-pollo-loco-oceanside-5,3.5,4.1,,5.99,3.5,,,17.5,21.0,0.61,2.0,3.0,3.8,2.5,2.5,3.0,2.5,3.0,2.6,3.2,No,Scott,,,,,,x,,,,,x,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,32.93662,-117.09776399999998
296,296,Gloria's Taco Shop,California ,12/2/2016,Golden Hill,1233 28th St,https://www.yelp.com/biz/glorias-taco-shop-san-diego,4.0,4.3,,5.65,3.0,,,19.5,22.0,0.75,4.0,1.5,2.0,3.0,4.2,4.0,3.0,2.0,4.5,2.7,No,Scott,Horchata tasted like bubble gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7186289,-117.1336277
297,297,Gloria's Taco Shop,Cabeza,12/2/2016,Golden Hill,,,,,,5.49,3.0,,,19.0,20.5,0.64,4.5,5.0,2.0,2.0,2.5,3.5,3.0,2.5,3.0,2.0,No,Richard,Meat is squishy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7186289,-117.1336277
298,298,Mr. Ruribertos Taco Shop ,California,12/10/2016,Mission Beach,3202 Mission Blvd,https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,,7.75,4.0,,,20.0,21.0,0.7,3.5,2.5,3.0,3.3,1.4,2.3,2.2,3.3,4.5,2.9,No,Scott,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7721849,-117.2513831
299,299,Mr. Ruribertos Taco Shop ,Carne asada,12/10/2016,Mission Beach,,,,,,7.75,4.0,,,19.5,21.0,0.68,4.0,4.5,2.0,2.0,3.5,3.5,2.0,2.0,4.0,3.0,No,Brent,"Carrots are bad, got better as it went on",,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.7721849,-117.2513831
300,300,Mister Falafel,Chicken Shawarma,12/15/2016,Clairemont,4461 Clairemont Mesa Blvd,https://www.yelp.com/biz/mister-falafel-san-diego,4.5,4.6,,6.99,3.7,,,24.0,18.5,0.65,3.6,4.0,4.0,3.0,3.8,4.3,,3.8,2.0,3.5,Yes,Scott,Richard recommended this. Like a Mediterranean burrito,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8340519,-117.1956122
